game_id,game_name,description,occasion,genre,game_type,age_group,items_needed,difficulty,duration_minutes,min_players,max_players,setup_time_minutes,cleanup_time_minutes,energy_level,venue_type,cultural_origin,rules,variations,safety_considerations,tags_keywords,cost_estimation,facilitator_required,venue_suitability,popularity_rating,customization_options,rental_availability,source_reference,feedback_summary,last_updated,dressing_style,most_popular_area
G139,"Shaadi Scrapbook","Shaadi Scrapbook is a collaborative memory game where guests contribute photos, notes, and doodles to create a scrapbook of the wedding day.","Wedding","Traditional/Modern","Group","All ages","Scrapbook, pens, photos, stickers","Easy",30,4,40,10,3,"Low","Indoor","Pan India","Guests add personal touches to a communal scrapbook; the most creative page wins.","Digital scrapbook versions can be used.","Ensure materials are non-toxic and pages durable.","creative, collaborative, nostalgic",0,"No","Indoor hall",4.6,"Page themes customizable","No","Wedding keepsakes","Treasured for capturing memories.",2025-04-06,"Ethnic, Festive","Delhi"
G140,"Doli Dash","Doli Dash is a competitive game where teams race to decorate a traditional doli (palanquin) with flowers and fabrics. Speed and style count!","Wedding","Traditional","Team","Adults (18+)/Family","Flowers, fabrics, decorative items","Medium",20,4,25,5,4,"High","Outdoor","North India","Teams race to decorate a doli within a set time; designs are judged on creativity and neatness.","Themes can be set for each round.","Ensure items are safely arranged to avoid falls.","creative, competitive, traditional",0,"Yes","Outdoor venue",4.5,"Decoration elements customizable","No","Wedding decor","A hit for its competitive spirit.",2025-04-06,"Ethnic, Festive","Punjab"
G141,"Rang Riwaayat","Rang Riwaayat is a wedding rangoli contest where teams create colorful designs using natural pigments. It celebrates tradition and artistic flair.","Wedding","Traditional","Team","All ages","Rangoli powders, stencils, chalk","Medium",25,2,20,10,3,"Low","Outdoor/Indoor","South India","Teams design a rangoli inspired by wedding motifs; judged on color, symmetry, and creativity.","Can be held in multiple rounds.","Ensure non-slip surface and safe, eco-friendly powders.","artistic, cultural, creative",0,"No","Courtyard or hall",4.7,"Design patterns adjustable","No","Cultural art","Loved for its vibrant displays.",2025-04-06,"Ethnic, Festive","Tamil Nadu"
G142,"Mehndi Mosaic","Mehndi Mosaic challenges guests to assemble paper mehndi patterns into a large mosaic that represents the couple’s journey.","Wedding","Traditional","Team","Adults (18+)/Family","Paper templates, colored markers, adhesive","Medium",20,2,20,10,3,"Low","Indoor","North India","Teams piece together individual mehndi designs into one grand mosaic; judged on coherence and beauty.","Digital mosaic versions can be incorporated.","Ensure materials are non-toxic and surfaces are protected.","creative, collaborative, traditional",0,"No","Indoor hall",4.5,"Mosaic layout customizable","No","Wedding traditions","Admired for its artistic sentiment.",2025-04-06,"Ethnic, Festive","Delhi"
G143,"Shaadi Showdown","Shaadi Showdown is a multi-round game that combines mini-challenges like dancing, trivia, and puzzle-solving—all themed around wedding rituals.","Wedding","Modern","Team","Adults (18+)/Family","Various props, challenge cards","Hard",30,4,40,10,5,"High","Indoor/Outdoor","Pan India","Teams compete in successive rounds of different wedding-themed challenges; cumulative score decides the winner.","Rounds can be tailored for traditional or modern themes.","Ensure all challenge setups are safe and accessible.","multi-challenge, competitive, fun",0,"Yes","Large venue",4.7,"Challenge order customizable","No","Wedding masterplans","Praised for its comprehensive fun.",2025-04-06,"Trendy, Festive","Mumbai"
G144,"Baraat Bonanza","Baraat Bonanza is a suite of fun mini-games designed specifically for the groom’s baraat, including dance-offs, relay races, and trivia challenges.","Wedding","Modern","Team","Adults (18+)","Music system, relay props, quiz cards","Medium",30,6,40,10,5,"High","Outdoor","Pan India","Multiple mini-games are played sequentially during the baraat; overall winners get prizes.","Games can be interchanged based on audience.","Ensure outdoor safety measures are in place.","competitive, energetic, fun",0,"Yes","Outdoor venue",4.6,"Mini-game selection customizable","No","Wedding culture","A huge hit among groom parties.",2025-04-06,"Trendy, Casual","Mumbai"
G145,"Sangeet Sync","Sangeet Sync is a synchronized dance challenge where teams must match choreography perfectly to popular wedding songs, fostering team spirit.","Wedding","Modern","Team","Adults (18+)/Family","Sound system, choreo cards","Medium",20,4,30,5,5,"High","Indoor","Pan India","Teams learn and perform synchronized dance moves; scores are given on precision and style.","Can include freestyle rounds for bonus points.","Ensure ample practice space and proper flooring.","dance, synchronized, competitive",0,"No","Banquet hall",4.7,"Choreography adjustable","No","Wedding events","Highly appreciated for its group dynamics.",2025-04-06,"Trendy, Festive","Delhi"
G146,"Love Letter Leap","Love Letter Leap is a playful game where guests pass creatively written love notes in a relay, combining heartfelt messages with a fun race.","Wedding","Modern","Team","Adults (18+)/Family","Love letter cards, envelopes","Easy",15,4,30,5,3,"Moderate","Indoor/Outdoor","Pan India","Teams pass love letters from one end to the other without dropping them; fastest relay wins.","Variations include secret messages revealed at the end.","Ensure letters are handled gently and safely.","romantic, fun, relay",0,"No","Reception hall or garden",4.5,"Letter design customizable","No","Wedding planning","Cherished for its sentimental value.",2025-04-06,"Trendy, Festive","Mumbai"
G147,"Couple's Connection","Couple's Connection is a rapid-fire quiz game that tests how well the bride and groom know each other, engaging both families in the process.","Wedding","Modern","Individual","Adults (18+)","Quiz cards, buzzer","Easy",20,2,10,5,3,"Low","Indoor","Pan India","The couple answers questions about each other; correct answers earn points.","Rounds can be themed (childhood, favorites, etc.).","Ensure questions are pre-vetted to avoid discomfort.","quiz, interactive, romantic",0,"No","Indoor venue",4.6,"Question bank customizable","No","Wedding trivia","A favorite for revealing fun insights.",2025-04-06,"Trendy, Festive","Delhi"
G148,"Dulhan Dhamal","Dulhan Dhamal is a playful challenge for the bride’s friends and sisters, involving fun dares and dance challenges to celebrate her arrival.","Wedding","Modern","Team","Adults (18+)/Family","Dare cards, dance props","Medium",20,4,25,5,5,"High","Indoor/Outdoor","Pan India","Participants complete dares and dance routines in honor of the bride; judged on creativity and spirit.","Variations include group dares.","Ensure dares are light-hearted and safe.","fun, daring, celebratory",0,"No","Reception hall",4.5,"Dare challenges adjustable","No","Wedding celebrations","A hit among bride’s close ones.",2025-04-06,"Trendy, Festive","Mumbai"
G149,"Joota Junction","Joota Junction is a twist on the classic shoe-hiding game, where both families engage in a playful battle to either hide or retrieve shoes.","Wedding","Traditional","Team","Adults (18+)","Shoes, marker","Medium",15,4,20,5,5,"High","Indoor/Outdoor","North India","Both bride’s and groom’s sides compete to either hide or recover shoes; points are awarded accordingly.","Different rules can be set for each round.","Ensure shoes are handled carefully.","competitive, traditional, fun",0,"No","Reception area",4.6,"Rules customizable","No","Traditional folklore","Admired for its spirited rivalry.",2025-04-06,"Ethnic, Festive","Punjab"
G150,"Varmala Victory","Varmala Victory is a timed garland exchange challenge where teams must complete the exchange flawlessly to earn victory points.","Wedding","Traditional","Team","Adults (18+)","Garlands, timer","Medium",15,4,25,5,5,"Moderate","Indoor/Outdoor","Pan India","Teams perform a garland exchange under time pressure; faster exchanges score higher.","Can include penalty rounds for errors.","Ensure garlands are not damaged during exchange.","romantic, competitive, traditional",0,"No","Banquet hall",4.7,"Time limits adjustable","No","Wedding rituals","Highly popular for its excitement.",2025-04-06,"Ethnic, Festive","North India"
G151,"Haldi Hype","Haldi Hype is a high-energy game during the haldi ceremony where teams compete in water-based challenges that celebrate the ritual with playful vigor.","Wedding","Traditional","Team","Family (all ages)","Water balloons, haldi paste","Medium",15,4,25,5,5,"High","Outdoor","North India","Teams complete water challenges while applying haldi; performance is judged on speed and fun.","Alternate rounds can include creative tasks.","Ensure safety with non-slippery surfaces.","energetic, cultural, fun",0,"No","Outdoor courtyard",4.5,"Challenge tasks customizable","No","Wedding traditions","Loved for its lively spirit.",2025-04-06,"Ethnic, Festive","Punjab"
G152,"Reception Rumble","Reception Rumble is a competitive team game at the reception featuring a mix of dance, quiz, and physical mini-challenges that keep the energy high.","Wedding","Modern","Team","Adults (18+)/Family","Mix of props, challenge cards","Hard",30,4,40,10,5,"High","Indoor","Pan India","Teams navigate through a series of interactive challenges during the reception; overall points determine the winner.","Rounds can be rearranged as needed.","Ensure all setups are safe and supervised.","multi-challenge, interactive, fun",0,"Yes","Large banquet hall",4.7,"Round structure customizable","No","Wedding compilations","Highly engaging and versatile.",2025-04-06,"Trendy, Festive","Mumbai"
G153,"Shaadi Sip n' Guess","Shaadi Sip n' Guess is a fun tasting game where guests sample traditional wedding beverages and guess the flavors, adding a quirky twist to the reception.","Wedding","Modern","Individual","Adults (18+)","Small glasses, beverage samples","Easy",10,2,30,3,2,"Moderate","Indoor","Pan India","Guests sip a traditional drink and guess the flavor; points for accuracy.","Different beverage rounds can be introduced.","Ensure hygienic serving and non-alcoholic options if needed.","tasting, quiz, fun",0,"No","Indoor venue",4.4,"Beverage options customizable","No","Contemporary wedding games","A refreshing change of pace.",2025-04-06,"Trendy, Festive","Delhi"
G154,"Mendhi Masterpiece","Mendhi Masterpiece invites guests to create elaborate mehndi designs on large paper canvases, turning the art into a competitive masterpiece.","Wedding","Traditional","Team","Teens (13-17)/Adults (18+)","Large paper sheets, mehndi cones, markers","Medium",25,2,20,10,4,"Low","Indoor","North India","Teams work together to design the most impressive mehndi artwork; judged on detail and creativity.","Digital projection of designs available.","Ensure materials are non-toxic and surfaces protected.","artistic, collaborative, creative",0,"No","Indoor studio",4.6,"Design elements adjustable","No","Wedding art","Admired for its aesthetic appeal.",2025-04-06,"Ethnic, Festive","Delhi"
G155,"Saptapadi Sprint","Saptapadi Sprint is a fast-paced game that combines elements of the seven wedding steps with a relay race. It’s a fun, symbolic challenge.","Wedding","Traditional","Team","Adults (18+)/Family","Relay batons, markers","Hard",20,4,25,5,5,"High","Outdoor","North India","Teams race while mimicking the steps of the saptapadi; fastest team wins.","Can include symbolic props for each step.","Ensure a safe, obstacle-free running path.","relay, symbolic, competitive",0,"No","Outdoor field",4.5,"Step sequence customizable","No","Wedding rituals","Celebrated for its symbolic value.",2025-04-06,"Ethnic, Festive","Punjab"
G156,"Wedding Whodunit","Wedding Whodunit is a mystery game where guests solve a staged ‘wedding mishap’ by gathering clues and interrogating suspects.","Wedding","Modern","Team","Adults (18+)/Family","Clue cards, props, costume accessories","Hard",30,4,30,10,4,"Moderate","Indoor","Pan India","Guests work in teams to solve a mystery scenario based on a wedding mishap; clues lead to the culprit.","Different mystery plots can be set.","Ensure clues are placed in safe, accessible areas.","mystery, interactive, fun",0,"Yes","Indoor venue",4.6,"Mystery theme customizable","No","Interactive wedding games","Applauded for its engaging storyline.",2025-04-06,"Trendy, Casual","Delhi"
